"State Abbreviation","State Name","Reporting Period","State Expanded Medicaid","Preliminary or Updated","Final Report","New Applications Submitted to Medicaid and CHIP Agencies","New Applications Submitted to Medicaid and CHIP Agencies - footnotes","Applications for Financial Assistance Submitted to the State Based Marketplace","Applications for Financial Assistance Submitted to the State Based Marketplace - footnotes","Total Applications for Financial Assistance Submitted at State Level","Total Applications for Financial Assistance Submitted at State Level - footnotes","Individuals Determined Eligible for Medicaid at Application","Individuals Determined Eligible for Medicaid at Application - footnotes","Individuals Determined Eligible for CHIP at Application","Individuals Determined Eligible for CHIP at Application - footnotes","Total Medicaid and CHIP Determinations","Total Medicaid and CHIP Determinations - footnotes","Medicaid and CHIP Child Enrollment","Medicaid and CHIP Child Enrollment - footnotes","Total Medicaid and CHIP Enrollment","Total Medicaid and CHIP Enrollment - footnotes","Total Medicaid Enrollment","Total Medicaid Enrollment - footnotes","Total CHIP Enrollment","Total CHIP Enrollment - footnotes","Total Adult Medicaid Enrollment","Total Adult Medicaid Enrollment - footnotes","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours - footnotes","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days - footnotes","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days - footnotes","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days - footnotes","Total Medicaid and CHIP Determinations Processed in More than 45 Days","Total Medicaid and CHIP Determinations Processed in More than 45 Days - footnotes","Total Call Center Volume (Number of Calls)","Total Call Center Volume (Number of Calls) - footnotes","Average Call Center Wait Time (Minutes)","Average Call Center Wait Time (Minutes) - footnotes","Average Call Center Abandonment Rate","Average Call Center Abandonment Rate - footnotes"
VT,Vermont,202411,Y,P,N,1846,,1975,,3821,"Includes Renewals and/or Redeterminations",1871,"Includes Renewals and/or Redeterminations",67,,1938,,58645,,156412,,151464,,4948,,97767,,2020,,136,,305,,201,,123,,23921,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes state-based marketplace (SBM) data",4,"Call centers offer callbacks; Does not include all calls received after business hours; Includes calls for other benefit programs; Includes state-based marketplace (SBM) data; Wait times for callbacks are included but reported separately from live calls",0.075,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent; Includes state-based marketplace (SBM) data"
VT,Vermont,202411,Y,U,Y,1846,,1975,,3821,"Includes Renewals and/or Redeterminations",2815,"Includes Renewals and/or Redeterminations",114,,2929,,58906,,157150,,152058,,5092,,98244,,2020,,136,,305,,201,,123,,23921,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes state-based marketplace (SBM) data",4,"Call centers offer callbacks; Does not include all calls received after business hours; Includes calls for other benefit programs; Includes state-based marketplace (SBM) data; Wait times for callbacks are included but reported separately from live calls",0.075,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent; Includes state-based marketplace (SBM) data"
VT,Vermont,202412,Y,P,N,1890,,2368,,4258,"Includes Renewals and/or Redeterminations",2160,"Includes Renewals and/or Redeterminations",99,,2259,,58828,,156970,,151833,,5137,,98142,,2394,,179,,358,,201,,123,,26964,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes state-based marketplace (SBM) data",3,"Call centers offer callbacks; Does not include all calls received after business hours; Includes calls for other benefit programs; Includes state-based marketplace (SBM) data; Wait times for callbacks are included but reported separately from live calls",0.043,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent; Includes state-based marketplace (SBM) data"
WA,Washington,201309,N,U,Y,,,,,,,,,,,,,,,1117576,,,,,,,,,,,,,,,,,,,,,,,
WA,Washington,201706,Y,P,N,16637,,62964,,79601,,36894,,1189,,38083,,848141,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1810090,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1756877,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",53213,,,,,,,,,,,,,,,,,,,
WA,Washington,201706,Y,U,Y,18937,,64739,,83676,,36895,,1187,,38082,,848141,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1810090,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1756877,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",53213,,,,,,,,,,,,,,,,,,,
WA,Washington,201707,Y,P,N,16057,,64823,,80880,,39056,,1226,,40282,,845058,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1795941,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1742072,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",53869,,,,,,,,,,,,,,,,,,,
WA,Washington,201707,Y,U,Y,17388,,65967,,83355,,37954,,1169,,39123,,845058,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1795941,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1742072,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",53869,,,,,,,,,,,,,,,,,,,
WA,Washington,201708,Y,P,N,17852,,72034,,89886,,44939,,1458,,46397,,845686,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1788562,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1733585,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",54977,,,,,,,,,,,,,,,,,,,
WA,Washington,201708,Y,U,Y,19806,,73543,,93349,,44949,,1460,,46409,,845686,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1788562,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1733585,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",54977,,,,,,,,,,,,,,,,,,,
WA,Washington,201709,Y,P,N,17555,,63873,,81428,,42491,,1347,,43838,,844257,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1776086,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720001,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",56085,,,,,,,,,,,,,,,,,,,
WA,Washington,201709,Y,U,Y,19156,,65224,,84380,,41248,,1282,,42530,,844257,,1776086,,1720001,,56085,,,,,,,,,,,,,,,,,,,
WA,Washington,201710,Y,P,N,19128,,69625,,88753,,44072,,1432,,45504,,844239,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1770959,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1713629,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",57330,,,,,,,,,,,,,,,,,,,
WA,Washington,201710,Y,U,Y,20569,,70808,,91377,,44066,,1436,,45502,,844239,,1770959,,1713629,,57330,,,,,,,,,,,,,,,,,,,
WA,Washington,201711,Y,P,N,16985,,133787,,150772,,50628,,2049,,52677,,845334,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1776761,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1717434,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",59327,,,,,,,,,,,,,,,,,,,
WA,Washington,201711,Y,U,Y,19298,,135220,,154518,,50631,,2048,,52679,,845334,,1776761,,1717434,,59327,,,,,,,,,,,,,,,,,,,
WA,Washington,201712,Y,P,N,16451,,139956,,156407,,51793,,2430,,54223,,847720,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1789493,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1728123,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",61370,,,,,,,,,,,,,,,,,,,
WA,Washington,201712,Y,U,Y,17969,,141374,,159343,,51772,,2430,,54202,,847720,,1789493,,1728123,,61370,,,,,,,,,,,,,,,,,,,
WA,Washington,201801,Y,P,N,20162,,95379,,115541,,48415,,2089,,50504,,848009,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1786018,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723311,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62707,,,,,,,,,,,,,,,,,,,
WA,Washington,201801,Y,U,Y,22071,,96724,,118795,,48396,,2092,,50488,,848009,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1786018,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723311,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62707,,,,,,,,,,,,,,,,,,,
WA,Washington,201802,Y,P,N,16684,,67476,,84160,,35747,,1296,,37043,,846196,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1780671,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1717044,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",63627,,,,60622,,2736,,4713,,857,,1566,,,,,,,
WA,Washington,201802,Y,U,Y,18472,,68675,,87147,,35689,,1297,,36986,,846196,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1780671,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1717044,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",63627,,,,60622,,2736,,4713,,857,,1566,,,,,,,
WA,Washington,201803,Y,P,N,18683,,69877,,88560,,40514,,1507,,42021,,845210,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1778119,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1713153,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",64966,,,,61939,,3904,,4230,,920,,888,,,,,,,
WA,Washington,201803,Y,U,Y,20304,,70983,,91287,,40514,,1576,,42090,,845210,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1778119,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1713153,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",64966,,,,61939,,3904,,4230,,920,,888,,,,,,,
WA,Washington,201804,Y,P,N,17609,,66216,,83825,,37534,,1445,,38979,,840862,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1766278,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1704240,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62038,,,,59067,,2746,,3396,,937,,902,,,,,,,
WA,Washington,201804,Y,U,Y,19062,,67234,,86296,,37317,,1439,,38756,,840862,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1766278,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1704240,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62038,,,,59115,,2746,,3394,,936,,783,,,,,,,
WA,Washington,201805,Y,P,N,17732,,69470,,87202,,38742,,1565,,40307,,840806,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1765956,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1703222,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62734,,,,,,,,,,,,,,,,,,,
WA,Washington,201805,Y,U,Y,19472,,70531,,90003,,38708,,1563,,40271,,840806,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1765956,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1703222,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62734,,,,,,,,,,,,,,,,,,,
WA,Washington,201806,Y,P,N,17058,,64125,,81183,,17595,,1232,,18827,,838841,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1758911,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1695434,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",63477,,,,,,,,,,,,,,,,,,,
WA,Washington,201806,Y,U,Y,66976,,65416,,132392,,94681,,1598,,96279,,838841,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1758911,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1695434,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",63477,,,,,,,,,,,,,,,,,,,
WA,Washington,201807,Y,P,N,67219,,69828,,137047,,95564,,1599,,97163,,839123,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1758023,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1693291,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",64732,,,,,,,,,,,,,,,,,,,
WA,Washington,201807,Y,U,Y,68766,,70710,,139476,,95566,,1599,,97165,,839123,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1758023,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1693291,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",64732,,,,,,,,,,,,,,,,,,,
WA,Washington,201808,Y,P,N,71842,,74567,,146409,,107717,,2053,,109770,,838456,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1753275,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1687019,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",66256,,,,,,,,,,,,,,,,,,,
WA,Washington,201808,Y,U,Y,74726,,75822,,150548,,107716,,2047,,109763,,838456,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1753275,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1687019,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",66256,,,,,,,,,,,,,,,,,,,
WA,Washington,201809,Y,P,N,64642,,66017,,130659,,95467,,1739,,97206,,837236,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1746303,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1679235,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67068,,,,,,,,,,,,,,,,,,,
WA,Washington,201809,Y,U,Y,66066,,66750,,132816,,95446,,1736,,97182,,837236,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1746303,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1679235,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67068,,,,,,,,,,,,,,,,,,,
WA,Washington,201810,Y,P,N,76126,,72244,,148370,,108517,,2066,,110583,,837578,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1745542,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1677536,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",68006,,,,,,,,,,,,,,,,,,,
WA,Washington,201810,Y,U,Y,77367,,72898,,150265,,108510,,2061,,110571,,837578,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1745542,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1677536,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",68006,,,,,,,,,,,,,,,,,,,
WA,Washington,201811,Y,P,N,70063,,132193,,202256,,111972,,2728,,114700,,837804,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1749321,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1679117,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70204,,,,,,,,,,,,,,,,,,,
WA,Washington,201811,Y,U,Y,72125,,133030,,205155,,111962,,2726,,114688,,837804,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1749321,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1679117,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70204,,,,,,,,,,,,,,,,,,,
WA,Washington,201812,Y,P,N,63188,,129291,,192479,,106426,,2619,,109045,,836340,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1752230,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1680632,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71598,,,,,,,,,,,,,,,,,,,
WA,Washington,201812,Y,U,Y,64687,,130197,,194884,,106364,,2611,,108975,,836340,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1752230,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1680632,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71598,,,,,,,,,,,,,,,,,,,
WA,Washington,201901,Y,P,N,72242,,80022,,152264,,106631,,1969,,108600,,835698,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1745055,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1673442,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71613,,,,,,,,,,,,,,,,,,,
WA,Washington,201901,Y,U,Y,73843,,80869,,154712,,106611,,1972,,108583,,835698,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1745055,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1673442,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71613,,,,,,,,,,,,,,,,,,,
WA,Washington,201902,Y,P,N,54782,,63965,,118747,,78323,,1493,,79816,,832853,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1737215,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1665377,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71838,,,,56031,,2749,,4300,,601,,1027,,,,,,,
WA,Washington,201902,Y,U,Y,56162,,64862,,121024,,78296,,1490,,79786,,832853,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1737215,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1665377,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71838,,,,56028,,2749,,4300,,600,,1027,,,,,,,
WA,Washington,201903,Y,P,N,67643,,71646,,139289,,99462,,1681,,101143,,832173,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1731946,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1659357,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72589,,,,62458,,3235,,4777,,698,,957,,,,,,,
WA,Washington,201903,Y,U,Y,68386,,72120,,140506,,99497,,1686,,101183,,832173,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1731946,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1659357,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72589,,,,62458,,3235,,4777,,698,,957,,,,,,,
WA,Washington,201904,Y,P,N,70268,,70646,,140914,,102326,,1712,,104038,,830545,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1727598,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1660788,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",66810,,,,61784,,3138,,5154,,972,,1040,,,,,,,
WA,Washington,201904,Y,U,Y,71569,,71452,,143021,,102344,,1714,,104058,,830545,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1727598,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1660788,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",66810,,,,61782,,3138,,5153,,972,,1039,,,,,,,
WA,Washington,201905,Y,P,N,67752,,69095,,136847,,98933,,1696,,100629,,829042,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723449,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1655961,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67488,,,,,,,,,,,,,,,,,,,
WA,Washington,201905,Y,U,Y,68679,,69696,,138375,,98868,,1698,,100566,,829042,,1723449,,1655961,,67488,,,,,,,,,,,,,,,,,,,
WA,Washington,201906,Y,P,N,63380,,64484,,127864,,91460,,1488,,92948,,828693,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1721540,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1653648,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67892,,,,,,,,,,,,,,,,,,,
WA,Washington,201906,Y,U,Y,64109,,64954,,129063,,91465,,1484,,92949,,828693,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1721540,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1653648,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67892,,,,,,,,,,,,,,,,,,,
WA,Washington,201907,Y,P,N,69136,,66809,,135945,,100128,,1656,,101784,,829067,,1722799,,1654158,,68641,,,,,,,,,,,,,,,,,,,
WA,Washington,201907,Y,U,Y,69136,,66809,,135945,,100138,,1656,,101794,,829067,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722799,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1654158,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",68641,,,,,,,,,,,,,,,,,,,
WA,Washington,201908,Y,P,N,68541,,68741,,137282,,100045,,1857,,101902,,829201,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722416,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1652681,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",69735,,,,,,,,,,,,,,,,,,,
WA,Washington,201908,Y,U,Y,69359,,69420,,138779,,100094,,1850,,101944,,829201,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722416,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1652681,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",69735,,,,,,,,,,,,,,,,,,,
WA,Washington,201909,Y,P,N,67336,,67969,,135305,,98026,,1832,,99858,,828447,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720383,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1650040,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70343,,,,,,,,,,,,,,,,,,,
WA,Washington,201909,Y,U,Y,68421,,68787,,137208,,98060,,1832,,99892,,828447,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720383,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1650040,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70343,,,,,,,,,,,,,,,,,,,
WA,Washington,201910,Y,P,N,72642,,71065,,143707,,107062,,1941,,109003,,828806,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720588,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649287,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71301,,,,,,,,,,,,,,,,,,,
WA,Washington,201910,Y,U,Y,73739,,71748,,145487,,107096,,1938,,109034,,828806,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720588,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649287,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71301,,,,,,,,,,,,,,,,,,,
WA,Washington,201911,Y,P,N,65577,,113845,,179422,,103686,,2282,,105968,,828492,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722072,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649523,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72549,,,,,,,,,,,,,,,,,,,
WA,Washington,201911,Y,U,Y,67142,,114485,,181627,,103626,,2284,,105910,,828492,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722072,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649523,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72549,,,,,,,,,,,,,,,,,,,
WA,Washington,201912,Y,P,N,68308,,121088,,189396,,107998,,2633,,110631,,828975,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1728648,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1654764,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73884,,,,,,,,,,,,,,,,,,,
WA,Washington,201912,Y,U,Y,69741,,121852,,191593,,107961,,2637,,110598,,828975,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1728648,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1654764,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73884,,,,,,,,,,,,,,,,,,,
WA,Washington,202001,Y,P,N,73631,,75567,,149198,,105004,,1822,,106826,,828508,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1727441,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1653506,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73935,,,,,,,,,,,,,,,,,,,
WA,Washington,202001,Y,U,Y,75368,,76242,,151610,,105043,,1824,,106867,,828508,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1727441,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1653506,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73935,,,,,,,,,,,,,,,,,,,
WA,Washington,202002,Y,P,N,61678,,64436,,126114,,87830,,1559,,89389,,826585,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723451,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649558,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73893,,,,54762,,3815,,4610,,887,,1072,,,,,,,
WA,Washington,202002,Y,U,Y,62909,,65048,,127957,,87813,,1553,,89366,,826585,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723451,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649558,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73893,,,,54762,,3815,,4610,,887,,1072,,,,,,,
WA,Washington,202003,Y,P,N,94116,,83807,,177923,,114564,,1609,,116173,,827084,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1732597,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1658019,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",74578,,,,73022,,4870,,5572,,901,,1030,,,,,,,
WA,Washington,202003,Y,U,Y,95664,,84537,,180201,,114493,,1613,,116106,,827084,,1732597,,1658019,,74578,,,,73022,,4870,,5572,,901,,1030,,,,,,,
WA,Washington,202004,Y,P,N,126054,,75594,,201648,,177577,,1165,,178742,,827620,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1749575,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1678374,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71201,,,,63419,,4894,,5438,,935,,699,,,,,,,
