State,Reporting period,Release date,Metric name ,Value ,Data notes
OK,202310,202401,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0965,R2
OK,202310,202401,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.3504,R2
OK,202310,202401,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0627,R2
OK,202310,202410,Total call center volume (number of calls),150997,
OK,202310,202410,Average call center wait time (minutes),11,
FL,202403,202410,Average call center abandonment rate,0.373,"C5, C6"
OK,202309,202312,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),56295,R2
OK,202309,202312,Total number of beneficiaries due for renewal in the reporting month (Metric 5),60935,R2
OK,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),27415,R2
OK,202309,202312,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),11624,R2
OK,202309,202312,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),15791,R2
OK,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),28989,R2
OK,202309,202312,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),6765,R2
OK,202309,202312,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),22224,R2
OK,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),4531,R2
OK,202309,202312,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.4499,R2
OK,202309,202312,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1908,R2
OK,202309,202312,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2591,R2
OK,202309,202312,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.4757,R2
OK,202309,202312,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.111,R2
OK,202309,202312,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.3647,R2
OK,202309,202312,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0744,R2
OK,202309,202410,Total call center volume (number of calls),130694,
OK,202309,202410,Average call center wait time (minutes),5,
GA,202403,202410,Average call center abandonment rate,0.008,"C1, C5, C6"
OK,202308,202311,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),60935,R2
OK,202308,202311,Total number of beneficiaries due for renewal in the reporting month (Metric 5),69101,R2
OK,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),19834,R2
OK,202308,202311,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),8600,R2
OK,202308,202311,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),11234,R2
OK,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),46536,R2
OK,202308,202311,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),8868,R2
OK,202308,202311,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),37668,R2
OK,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),2731,R2
OK,202308,202311,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.287,R2
OK,202308,202311,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1245,R2
OK,202308,202311,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1626,R2
OK,202308,202311,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.6734,R2
OK,202308,202311,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1283,R2
OK,202308,202311,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.5451,R2
OK,202308,202311,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0395,R2
OK,202308,202410,Total call center volume (number of calls),138569,
OK,202308,202410,Average call center wait time (minutes),3,
HI,202403,202410,Average call center abandonment rate,0.24,C4
OK,202307,202310,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),69101,R2
OK,202307,202310,Total number of beneficiaries due for renewal in the reporting month (Metric 5),90375,R2
OK,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),30764,R2
OK,202307,202310,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),8727,R2
OK,202307,202310,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),22037,R2
OK,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),40151,"R2, R4"
OK,202307,202310,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),9238,R2
OK,202307,202310,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),30913,"R2, R4"
OK,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),19460,R2
OK,202307,202310,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.3404,R2
OK,202307,202310,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.0966,R2
OK,202307,202310,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2438,R2
OK,202307,202310,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.4443,"R2, R4"
OK,202307,202310,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1022,R2
OK,202307,202310,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.3421,"R2, R4"
OK,202307,202310,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2153,R2
OK,202307,202410,Total call center volume (number of calls),95301,
OK,202307,202410,Average call center wait time (minutes),0,
IA,202403,202410,Average call center abandonment rate,0.014,"C4, C6, C8"
OK,202306,202309,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),90375,R2
OK,202306,202309,Total number of beneficiaries due for renewal in the reporting month (Metric 5),66768,R2
OK,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),25924,R2
OK,202306,202309,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),7366,R2
OK,202306,202309,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),18558,R2
OK,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),7710,"R2, R4"
OK,202306,202309,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),7710,R2
OK,202306,202309,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),0,"R2, R4"
OK,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),33134,R2
OK,202306,202309,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.3883,R2
OK,202306,202309,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1103,R2
OK,202306,202309,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2779,R2
OK,202306,202309,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1155,"R2, R4"
OK,202306,202309,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1155,R2
OK,202306,202309,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0,"R2, R4"
OK,202306,202309,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.4963,R2
OK,202306,202410,Total call center volume (number of calls),89925,
OK,202306,202410,Average call center wait time (minutes),0,
ID,202403,202410,Average call center abandonment rate,0.066,C5
OK,202305,202308,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),66768,R2
OK,202305,202308,Total number of beneficiaries due for renewal in the reporting month (Metric 5),64487,R2
OK,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),30445,R2
OK,202305,202308,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),5887,R2
OK,202305,202308,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),24558,R2
OK,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),29805,R2
OK,202305,202308,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),7347,R2
OK,202305,202308,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),22458,R2
OK,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),4237,R2
OK,202305,202308,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.4721,R2
OK,202305,202308,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.0913,R2
OK,202305,202308,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.3808,R2
OK,202305,202308,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.4622,R2
OK,202305,202308,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1139,R2
OK,202305,202308,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.3483,R2
OK,202305,202308,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0657,R2
OK,202305,202410,Total call center volume (number of calls),82409,
OK,202305,202410,Average call center wait time (minutes),0,
IL,202403,202410,Average call center abandonment rate,0.299,"C4, C6"
OK,202304,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),64487,R2
OK,202304,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),55309,R2
OK,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),16787,R2
OK,202304,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),6770,R2
OK,202304,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),10017,R2
OK,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),26915,R2
OK,202304,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),4174,R2
OK,202304,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),22741,R2
OK,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),11607,R2
OK,202304,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.3035,R2
OK,202304,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1224,R2
OK,202304,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1811,R2
OK,202304,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.4866,R2
OK,202304,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0755,R2
OK,202304,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.4112,R2
OK,202304,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2099,R2
OK,202304,202410,Total call center volume (number of calls),66110,
OK,202304,202410,Average call center wait time (minutes),0,
IN,202403,202410,Average call center abandonment rate,0.086,"C4, C5, C6"
OK,202303,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),55309,R2
OK,202303,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),17408,R2
OK,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),10934,R2
OK,202303,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),6608,R2
OK,202303,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),4326,R2
OK,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),377,"R2, R4"
OK,202303,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),377,R2
OK,202303,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),0,"R2, R4"
OK,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),6097,R2
OK,202303,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6281,R2
OK,202303,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.3796,R2
OK,202303,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2485,R2
OK,202303,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0217,"R2, R4"
OK,202303,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0217,R2
OK,202303,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0,"R2, R4"
OK,202303,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.3502,R2
OK,202303,202410,Total call center volume (number of calls),72732,
OK,202303,202410,Average call center wait time (minutes),0,
KS,202403,202410,Average call center abandonment rate,0.004,C4
OR,202407,202410,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),40962,
OR,202407,202410,Total number of beneficiaries due for renewal in the reporting month (Metric 5),1778,
OR,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),1316,
OR,202407,202410,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),0,
OR,202407,202410,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),1316,
OR,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),402,
OR,202407,202410,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),133,
OR,202407,202410,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),269,
OR,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),60,
OR,202407,202410,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7402,
OR,202407,202410,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0,
OR,202407,202410,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.7402,
OR,202407,202410,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.2261,
OR,202407,202410,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0748,
OR,202407,202410,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1513,
OR,202407,202410,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0337,
OR,202407,202410,Total call center volume (number of calls),107664,C4
OR,202407,202410,Average call center wait time (minutes),8,"C2, C4"
KY,202403,202410,Average call center abandonment rate,0.007,"C3, C5, C6, C7"
OR,202406,202409,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),50940,
OR,202406,202409,Total number of beneficiaries due for renewal in the reporting month (Metric 5),55107,
OR,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),31483,
OR,202406,202409,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),2845,
OR,202406,202409,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),28638,
OR,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),21639,
OR,202406,202409,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),8455,
OR,202406,202409,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),13184,
OR,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1985,
OR,202406,202409,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.5713,
OR,202406,202409,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.0516,
OR,202406,202409,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.5197,
OR,202406,202409,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.3927,
OR,202406,202409,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1534,
OR,202406,202409,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.2392,
OR,202406,202409,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.036,
OR,202406,202410,Total call center volume (number of calls),84005,C4
OR,202406,202410,Average call center wait time (minutes),6,"C2, C4"
LA,202403,202410,Average call center abandonment rate,0.084,"C3, C6"
OR,202405,202408,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),6022,
OR,202405,202408,Total number of beneficiaries due for renewal in the reporting month (Metric 5),48555,
OR,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),30030,
OR,202405,202408,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),9013,
OR,202405,202408,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),21017,
OR,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),17726,
OR,202405,202408,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),5504,
OR,202405,202408,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),12222,
OR,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),799,
OR,202405,202408,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6185,
OR,202405,202408,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1856,
OR,202405,202408,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.4328,
OR,202405,202408,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.3651,
OR,202405,202408,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1134,
OR,202405,202408,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.2517,
OR,202405,202408,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0165,
OR,202405,202410,Total call center volume (number of calls),83894,C4
OR,202405,202410,Average call center wait time (minutes),3,"C2, C4"
MA,202403,202410,Average call center abandonment rate,0.056,"C1, C4, C5"
OR,202404,202407,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),5714,
OR,202404,202407,Total number of beneficiaries due for renewal in the reporting month (Metric 5),158060,
OR,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),135088,
OR,202404,202407,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),115096,
OR,202404,202407,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),19992,
OR,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),22108,R4
OR,202404,202407,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),9359,
OR,202404,202407,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),12749,R4
OR,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),864,
OR,202404,202407,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8547,
OR,202404,202407,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.7282,
OR,202404,202407,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1265,
OR,202404,202407,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1399,R4
OR,202404,202407,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0592,
OR,202404,202407,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0807,R4
OR,202404,202407,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0055,
OR,202404,202410,Total call center volume (number of calls),92958,C4
OR,202404,202410,Average call center wait time (minutes),4,"C2, C4"
MD,202403,202410,Average call center abandonment rate,0.048,"C3, C4, C5, C7"
OR,202403,202406,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),4070,
OR,202403,202406,Total number of beneficiaries due for renewal in the reporting month (Metric 5),137515,
OR,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),117051,
OR,202403,202406,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),100350,
OR,202403,202406,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),16701,
OR,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),19598,R4
OR,202403,202406,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),8150,
OR,202403,202406,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),11448,R4
OR,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),866,
OR,202403,202406,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8512,
OR,202403,202406,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.7297,
OR,202403,202406,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1214,
OR,202403,202406,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1425,R4
OR,202403,202406,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0593,
OR,202403,202406,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0832,R4
OR,202403,202406,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0063,
OR,202403,202410,Total call center volume (number of calls),90286,C4
OR,202403,202410,Average call center wait time (minutes),6,"C2, C4"
ME,202403,202410,Average call center abandonment rate,0.1,C5
OR,202402,202405,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),12399,
OR,202402,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),135827,
OR,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),113132,
OR,202402,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),97984,
OR,202402,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),15148,
OR,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),21678,R4
OR,202402,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),9785,
OR,202402,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),11893,R4
OR,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1017,
OR,202402,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8329,
